name,description,implementation_status,effect_level,version,rank
EvaluationCell,Return the cell being evaluated,🚫,io,9.0,1384
SquareWave,Periodic square wave function with period 1,✅,pure,7.0,1384
ImageAssemble,Assembles a grid of images into a single image,✅,pure,7.0,1385
AsymptoticDSolveValue,Asymptotic solutions to differential equations,🚫,pure,11.3,1386
PositiveReals,Domain of positive real numbers,✅,pure,12.0,1388
PredictorMeasurements,Measurements of predictor function performance,🚫,io,10.0,1388
PositiveIntegers,Domain of positive integers,✅,pure,12.0,1391
ParabolicCylinderD,Parabolic cylinder function D_nu(z),✅,pure,6.0,1392
ConvolutionLayer,Neural network convolution layer,🚫,io,11.0,1393
EmitSound,Emit a sound,🚫,io,6.0,1394
SurvivalFunction,Survival function for distributions,🚫,pure,8.0,1395
ExpIntegralE,Generalized exponential integral E_n(z),✅,pure,1.0,1397
RootReduce,Reduce algebraic number to minimal polynomial root,🚫,pure,3.0,1397
DotDashed,Dot-dashed line style directive,✅,none,6.0,1399
ListLogLinearPlot,Plots data with logarithmic x-axis,✅,pure,6.0,1399
ParametricRegion,Represent a parametric region,🚫,pure,10.0,1400
DialogReturn,Return from a dialog,🚫,io,6.0,1401
Skewness,Computes the skewness of a list,✅,pure,6.0,1402
Speak,Text-to-speech output,🚫,io,7.0,1405
StreamColorFunction,Color function for stream plots,🚫,pure,7.0,1405
TreePlot,Plot a tree graph,🚫,pure,6.0,1405
Audio,Create an audio object,🚫,io,11.0,1406
ColorSeparate,Separate color channels of an image,🚫,io,7.0,1409
LogisticSigmoid,Returns the logistic sigmoid function value,✅,pure,10.0,1409
StringContainsQ,Tests if a string contains a substring,✅,pure,10.1,1409
Discriminant,Polynomial discriminant via resultant,✅,pure,6.0,1410
FromLetterNumber,Get the nth letter of the English alphabet,✅,pure,10.1,1411
Here,Current geo location,🚫,io,10.0,1413
ImageTransformation,Apply geometric transformation to image,🚫,io,8.0,1413
GroupElements,Elements of a group,🚫,pure,8.0,1414
EllipticNomeQ,Elliptic nome function,✅,pure,3.0,1415
Kurtosis,Computes the kurtosis of a list,✅,pure,6.0,1416
CellAutoOverwrite,Cell auto-overwrite option,🚫,io,3.0,1417
NotebookOpen,Open a notebook file,🚫,io,3.0,1418
VertexLabelStyle,Style for vertex labels in graphs,🚫,pure,8.0,1419
JoinForm,Graphics join form directive,🚫,pure,7.0,1420
Accuracy,Returns the number of accurate decimal digits,✅,pure,1.0,1422
TransformationFunctions,Functions for Simplify transformations,🚫,pure,4.0,1422
Tetrahedron,3D tetrahedron primitive,🚫,pure,10.0,1424
ArcLength,Compute the arc length of a curve,✅,pure,10.0,1426
SetAlphaChannel,Set image alpha channel,🚫,io,8.0,1426
CreateDialog,Create a dialog window,🚫,io,6.0,1427
MinimalPolynomial,Computes the minimal polynomial of an algebraic number over the rationals,✅,pure,6.0,1428
SynchronousInitialization,Notebook synchronous initialization,🚫,io,6.0,1429
GeoBackground,Background for geographic plots,🚫,pure,10.0,1430
ItemStyle,Style specification for items,🚫,pure,6.0,1431
GeoStyling,Styling for geographic regions,🚫,pure,10.0,1432
CharacterEncoding,Character encoding specification,🚫,io,3.0,1434
InfinitePlane,Infinite plane geometric region,🚫,pure,10.0,1434
ProgressIndicator,Dynamic progress indicator,🚫,io,6.0,1435
Square,Square geometric primitive,🚫,pure,3.0,1437
StruveL,Modified Struve function L_n(z),✅,pure,4.0,1437
DecimalForm,Display a number in decimal notation without scientific notation,✅,pure,11.2,1438
GeneratingFunction,Compute generating function of a sequence,✅,pure,7.0,1440
Proportional,Symbolic proportional relation,✅,pure,3.0,1440
ConnectedComponents,Find connected components of a graph,✅,pure,8.0,1441
ScalingTransform,Create a scaling transformation matrix,✅,pure,6.0,1442
TriangleWave,gives a triangle wave with period 1,✅,pure,7.0,1443
SessionTime,Elapsed time in seconds since session start,✅,pure,2.0,1444
NetGraph,Neural network graph structure,✅,pure,11.0,1445
CMYKColor,CMYK color specification,✅,pure,2.0,1446
FunctionInterpolation,Create interpolating function by sampling an expression,✅,pure,3.0,1447
AccountingForm,Display numbers in accounting notation,✅,pure,2.0,1451
Before,Symbolic temporal ordering wrapper,✅,pure,3.0,1451
ComplexityFunction,Option for specifying complexity measure in Simplify,✅,pure,3.0,1451
LatticeData,,🚫,,6.0,1451
CompilationOptions,Option for specifying compilation settings,✅,pure,8.0,1452
AbsoluteDashing,Graphics directive for absolute dash pattern,✅,pure,2.0,1455
DataReversed,Option for reversing data in plots,✅,pure,6.0,1455
BodePlot,Bode magnitude and phase plot,✅,pure,8.0,1456
AxesEdge,Option for specifying axes edge positions,✅,pure,2.0,1459
DelaunayMesh,Delaunay triangulation mesh,✅,pure,10.0,1459
TaggingRules,Option for attaching metadata tags,✅,pure,4.0,1459
PolynomialQuotient,Quotient of polynomial division,✅,pure,1.0,1460
BellB,Returns the Bell number or Bell polynomial,✅,pure,6.0,1463
LongRightArrow,Long right arrow notation for infix display,✅,pure,3.0,1463
Rationals,Symbol representing the set of rational numbers,✅,pure,4.0,1463
BooleanTable,Truth table for a boolean expression over all variable combinations,✅,pure,7.0,1464
BSplineBasis,B-spline basis function,✅,pure,7.0,1466
ComplexRegionPlot,Plot regions in the complex plane,✅,pure,12.1,1468
StreamDensityPlot,Creates a stream density plot of a vector field,✅,pure,7.0,1468
File,Symbolic file reference wrapper,✅,pure,11.0,1469
GeoGridPosition,Geographic grid coordinate position,✅,pure,7.0,1471
OpenerView,Expandable view widget,✅,pure,6.0,1471
DeleteDuplicatesBy,Deletes duplicates based on a function criterion,✅,pure,10.0,1472
HypoexponentialDistribution,Hypoexponential distribution,✅,pure,9.0,1473
GeometricDistribution,Geometric probability distribution,✅,pure,6.0,1474
Thumbnail,Thumbnail image wrapper,✅,pure,7.0,1475
Ellipsoid,Ellipsoid geometric region,✅,pure,10.0,1476
TransformedRegion,Apply transformation to a geometric region,✅,pure,10.0,1477
GroupOrbits,Orbits of a group action,✅,pure,8.0,1480
RegionBounds,Bounding box of a region,✅,pure,10.0,1480
SawtoothWave,Periodic sawtooth wave function,✅,pure,7.0,1480
DigitBlock,Option for digit grouping in NumberForm,✅,pure,1.0,1481
MaxStepSize,Option for maximum step size in numerical methods,✅,pure,3.0,1482
ReadProtected,Attribute preventing reading definitions,✅,pure,1.0,1484
TensorContract,Contract tensor indices,✅,pure,9.0,1484
RadioButtonBar,Radio button selection bar,✅,pure,6.0,1486
StepMonitor,Option for monitoring integration steps,✅,pure,5.0,1486
FormulaLookup,Look up formulas by name or description,✅,pure,10.0,1488
PartitionsP,Number of unrestricted partitions of an integer,✅,pure,1.0,1488
ClearSystemCache,Clear internal system caches,✅,pure,6.0,1489
LocatorAutoCreate,Option for automatic locator creation,✅,pure,6.0,1490
Ratios,Returns successive ratios of list elements,✅,pure,7.0,1492
SolveAlways,Find conditions on parameters for equation to hold for all variable values,✅,pure,1.0,1492
WeightedData,,🚫,,9.0,1493
JacobiZeta,Jacobi zeta function,✅,pure,2.0,1494
Quartiles,Returns the quartiles of a list,✅,pure,6.0,1495
LegendFunction,Option for legend formatting function,✅,pure,9.0,1499
LengthWhile,Returns the length of the longest initial run satisfying a test,✅,pure,6.0,1499
RasterSize,Option for raster resolution,✅,pure,6.0,1499
TransformedField,Transform vector or scalar field,✅,pure,9.0,1499
Conditioned,Symbolic conditional wrapper,✅,pure,8.0,1501
LogicalExpand,Expand logical expression to disjunctive normal form,✅,pure,1.0,1501
GeoProjection,Geographic projection specification,✅,pure,10.0,1503
SoundVolume,Sound volume specification,✅,pure,6.0,1503
GradientFilter,Image gradient filter,✅,pure,7.0,1507
PermutationProduct,Product of permutations,✅,pure,8.0,1507
RegionNearest,Nearest point in a region,✅,pure,10.0,1507
TakeDrop,Simultaneously take and drop elements from a list,✅,pure,10.2,1507
BinaryReadList,Read binary data from a file,✅,pure,5.1,1509
TildeTilde,Approximate equality relation,✅,pure,3.0,1509
FindPath,Find paths in a graph,✅,pure,10.0,1510
ImageRotate,Rotates an image by a given angle,✅,pure,7.0,1511
LucasL,Returns the nth Lucas number,✅,pure,6.0,1512
SelectFirst,Select first element matching a criterion,✅,pure,10.0,1514
ArrayRules,Extract non-default elements as position rules,✅,pure,5.0,1517
FindPeaks,Find peaks in data,✅,pure,10.0,1517
NotebookClose,Close a notebook,✅,pure,3.0,1517
TotalLayer,Neural network total layer,✅,pure,11.0,1518
ParameterMixtureDistribution,Mixture distribution with parameterized components,✅,pure,8.0,1519
SyntaxInformation,Syntax information for a symbol,✅,pure,6.0,1520
Failure,Symbolic failure object,✅,pure,10.0,1522
IntegerName,Returns the English name of an integer,✅,pure,10.0,1522
LetterNumber,Get the position of a letter in the English alphabet,✅,pure,10.1,1524
TimeValue,Time value of money computation,✅,pure,8.0,1524
DedekindEta,Dedekind eta modular function,✅,pure,3.0,1525
LineIndent,Line indentation option,✅,pure,3.0,1526
FindDistributionParameters,Estimate distribution parameters,✅,pure,8.0,1528
NetEncoder,Neural network encoder,✅,pure,11.0,1528
LayeredGraphPlot,Layered graph plot,✅,pure,6.0,1529
AssociationMap,Maps a function over an association,✅,pure,10.0,1530
Covariance,Computes the covariance of two lists,✅,pure,6.0,1534
MinimalBy,Returns elements that minimize a criterion,✅,pure,10.0,1534
NProbability,Numerical probability,✅,pure,8.0,1534
WordCharacter,String pattern for word characters,✅,pure,5.1,1534
PixelValuePositions,Pixel positions matching a value,✅,pure,9.0,1536
ReflectionTransform,Reflection transformation matrix,✅,pure,6.0,1536
Weights,Weights specification for statistical functions,✅,pure,7.0,1537
BarChart3D,3D bar chart,✅,pure,7.0,1539
WhitespaceCharacter,String pattern for whitespace,✅,pure,5.1,1539
AnglePath,Generate 2D points by successively turning and stepping,✅,pure,10.1,1543
CauchyDistribution,Cauchy probability distribution,✅,pure,6.0,1543
PseudoInverse,Compute Moore-Penrose pseudoinverse of a matrix,✅,pure,1.0,1543
Protected,Attribute preventing modification,✅,pure,1.0,1544
CycleGraph,Cycle graph on n vertices,✅,pure,8.0,1547
OverDot,Overdot notation,✅,pure,6.0,1547
VerticalSlider,Vertical slider control,✅,pure,6.0,1547
MaxPlotPoints,Maximum number of plot points option,✅,pure,5.1,1548
LaunchKernels,Launch parallel computation kernels,✅,pure,7.0,1549
PermutationCycles,Cycle decomposition of a permutation,✅,pure,8.0,1550
LightOrange,Named light color evaluating to RGBColor[1 0.9 0.8],✅,pure,6.0,1551
AnimationRepetitions,Animation repetition option,✅,pure,6.0,1552
ARMAProcess,Autoregressive moving average process,✅,pure,9.0,1553
DivideBy,Divides a variable by a value,✅,stateful,1.0,1555
QuotientRemainder,Returns the quotient and remainder of integer division,✅,pure,,1555
ExtendedGCD,Extended greatest common divisor with Bezout coefficients,✅,pure,1.0,1557
FileNameTake,Extract file name from path,✅,pure,7.0,1557
UndoTrackedVariables,Variables tracked for undo,✅,pure,10.0,1559
VectorColorFunction,Color function for vector plots,✅,pure,7.0,1559
NotebookGet,Get notebook expression,✅,pure,3.0,1562
StringToStream,Creates an input stream from a string,✅,pure,2.0,1562
SubsetQ,Tests if one list is a subset of another,✅,pure,10.0,1562
Visible,Visibility option,✅,pure,3.0,1563
TruncatedDistribution,Truncated probability distribution,✅,pure,8.0,1564
NotebookFind,Search in a notebook,,unevaluated,3.0,1565
ElementwiseLayer,Neural net elementwise layer,,unevaluated,11.0,1566
ClassifierMeasurements,Classifier performance measurements,,unevaluated,10.0,1569
CreateDirectory,Creates a directory including intermediate directories,✅,filesystem,2.0,1569
ImageSubtract,Subtracts pixel values of two images pointwise,✅,pure,7.0,1569
CopyFile,Copies a file to a new location,✅,filesystem,2.0,1571
EstimatedProcess,Estimated stochastic process,,unevaluated,9.0,1571
Animator,Animated control element,,unevaluated,6.0,1573
HighlightMesh,Highlight mesh elements,,unevaluated,10.0,1573
PolynomialReduce,Reduce polynomial modulo ideal,,unevaluated,3.0,1574
AutoScroll,Auto-scrolling option,,unevaluated,3.0,1578
CoefficientRules,Coefficient rules for polynomials,✅,pure,7.0,1578
ConfidenceLevel,Confidence level specification,,unevaluated,7.0,1578
TextSentences,Extract sentences from text,,unevaluated,10.1,1578
CreatePalette,Create a palette notebook,,unevaluated,6.0,1579
Erosion,Morphological erosion (min filter),✅,pure,7.0,1582
NetDecoder,Neural net decoder,,unevaluated,11.0,1582
Thinning,Morphological thinning,,unevaluated,8.0,1582
Tolerance,Tolerance specification,,unevaluated,2.0,1583
NetInitialize,Initialize a neural net,,unevaluated,11.0,1584
BoundaryMeshRegion,Boundary mesh region,,unevaluated,10.0,1586
Cumulant,Statistical cumulant,,unevaluated,8.0,1586
BooleanConvert,Convert Boolean expressions,✅,pure,7.0,1588
GeometricBrownianMotionProcess,Geometric Brownian motion,,unevaluated,9.0,1588
DiscreteUniformDistribution,Discrete uniform distribution over integers,✅,computation,6.0,1593
MeshCellStyle,Style mesh cells,,unevaluated,10.0,1593
MovingMap,Apply a function to a sliding window,✅,computation,10.0,1593
SelectComponents,Select image components,,unevaluated,8.0,1593
CoprimeQ,Tests if two integers are coprime,✅,pure,6.0,1597
NotebookPut,Create notebook from expression,,unevaluated,3.0,1597
PositiveDefiniteMatrixQ,Test if a matrix is positive definite,✅,computation,6.0,1597
ThreeJSymbol,Wigner 3-j symbol,,unevaluated,2.0,1597
Magnify,Magnify a display object,,unevaluated,6.0,1599
ScriptBaselineShifts,Script baseline shift option,,unevaluated,3.0,1599
HoldRest,Attribute holding all but first argument,✅,pure,1.0,1600
LineSpacing,Line spacing specification,,unevaluated,3.0,1601
FunctionRange,Range of a function,,unevaluated,10.0,1604
StringInsert,Inserts a string at a specified position,✅,pure,2.0,1604
Vectors,Vector space domain,,unevaluated,9.0,1604
SectorOrigin,Sector origin in pie charts,,unevaluated,7.0,1605
JacobiSymbol,Compute the Jacobi symbol for quadratic residue testing,✅,pure,1.0,1606
MaxTrainingRounds,Max training iterations,,unevaluated,11.0,1607
Slider2D,,🚫,,6.0,1608
Compress,Compresses an expression to a string,✅,pure,6.0,1611
PolarAxes,Polar axes option,,unevaluated,7.0,1611
PolynomialGCD,Greatest common divisor of polynomials,✅,pure,2.0,1611
ARProcess,Autoregressive process,,unevaluated,9.0,1614
DiscreteWaveletTransform,Discrete wavelet transform,,unevaluated,8.0,1614
SystemDialogInput,System dialog input,,unevaluated,6.0,1614
Commonest,Returns the most common elements in a list,✅,pure,6.0,1617
ImagePartition,Partition an image,,unevaluated,7.0,1617
RelationGraph,Graph from a relation,,unevaluated,10.2,1617
PetersenGraph,Petersen graph,,unevaluated,8.0,1620
RSolveValue,Solution value of recurrence,,unevaluated,10.0,1621
ArrayDepth,Returns the depth of a nested array,✅,pure,5.0,1622
FeatureExtraction,Extract features from data,,unevaluated,11.0,1623
CellStyle,Cell style specification,,unevaluated,9.0,1625
GraphDistance,Distance between graph vertices,,unevaluated,8.0,1625
Asymptotic,Asymptotic approximation,,unevaluated,12.1,1629
CoordinateTransform,Coordinate system transformation,,unevaluated,9.0,1629
DirectoryQ,Tests if a path is an existing directory,✅,filesystem,7.0,1629
ImageIdentify,Identify objects in images,,unevaluated,10.1,1629
DiscreteDelta,Discrete delta function,✅,computation,4.0,1632
LinearRecurrence,Generates a linear recurrence sequence,✅,pure,7.0,1632
WindowMargins,Window margin specification,,unevaluated,3.0,1632
AffineTransform,Affine geometric transformation,,unevaluated,6.0,1633
CellGroupData,,🚫,,3.0,1635
RadioButton,Radio button control,,unevaluated,6.0,1635
LegendMarkers,Legend marker specification,,unevaluated,9.0,1637
PowersRepresentations,Gives all representations of n as a sum of k non-negative p-th powers,✅,pure,6.0,1637
ShowStringCharacters,Show string quote characters,,unevaluated,3.0,1639
TakeWhile,Takes elements from start while predicate is true,✅,pure,6.0,1639
ImageCollage,Creates a collage from a list of images with optional weights and fitting,✅,pure,10.0,1641
NDEigensystem,Numerical eigensystem,,unevaluated,10.2,1641
FindDistribution,Find matching distribution,,unevaluated,10.3,1643
TextureCoordinateFunction,Texture coordinate function,,unevaluated,8.0,1643
TextCases,Extract text patterns,,unevaluated,10.2,1644
DirectoryName,Extract the directory name from a file path,✅,pure,3.0,1646
DominantColors,Finds dominant colors in an image using k-means clustering,✅,pure,9.0,1646
Multicolumn,Multi-column layout,,unevaluated,10.0,1648
Record,Record data structure,,unevaluated,2.0,1648
FlattenAt,Flatten at specific positions,✅,computation,2.0,1649
InversePermutation,Inverse of a permutation,✅,computation,8.0,1650
WhittakerM,Whittaker M function,,unevaluated,6.0,1651
InterpretationBox,Low-level box that displays one expression but interprets as another,✅,pure,3.0,1652
IncludePods,Include pods in computation,,unevaluated,8.0,1653
MathieuGroupM11,Mathieu group M11,,unevaluated,8.0,1656
RulePlot,Plot rules,,unevaluated,11.0,1656
Overlaps,Overlap specification,,unevaluated,5.1,1658
Trig,Trigonometric functions option,,unevaluated,2.0,1658
ItoProcess,Ito stochastic process,,unevaluated,9.0,1659
NetModel,Neural net model,,unevaluated,11.1,1660
RotationAction,Rotation action option,,unevaluated,6.0,1661
BoundaryDiscretizeGraphics,Boundary discretize graphics,,unevaluated,10.0,1665
ClearAttributes,Removes attributes from a symbol,✅,stateful,1.0,1665
